Student_ID,Gender,Age,City,College_Tier,Branch,Graduation_Year,Tenth_Percentage,Twelfth_Percentage,Diploma_Percentage,CGPA,Backlogs,Internship_Experience,Internship_Duration_Months,Projects_Count,Innovative_Project,Technical_Courses_Count,Primary_Skill,Secondary_Skill,SQL_Skill_Level,PowerBI_Skill_Level,Python_Skill_Level,Communication_Score,Aptitude_Score,Coding_Score,English_Score,Attendance_Percentage,Placement_Training,Mock_Interview_Score,Applied_Companies,Shortlisted_Companies,Interview_Rounds_Attended,Placement_Status,Company_Tier,Job_Role,Package_LPA,Placement_Channel,Offer_Date
STU20261838,Male,22,Noida,Tier 3,AI & ML,2026,79.8,85.3,,8.8,0,No,0,0,No,2,Power BI,Machine Learning,Intermediate,Advanced,Advanced,72.2,57.7,75.5,54.5,69.8,No,47.0,20,2,0,Not Placed,,,,,
STU20261839,Female,22,Jaipur,Tier 1,Computer Science,2025,86.1,96.3,,9.8,1,No,0,3,No,4,Power BI,Machine Learning,Advanced,Advanced,Advanced,63.0,70.5,85.2,50.5,75.1,Yes,83.2,6,4,3,Placed,Tier 2,Data Analyst,6.74,Campus Drive,2026-04-12
STU20261840,Male,24,Ghaziabad,Tier 1,Data Science,2024,89.4,77.3,79.8,8.16,1,Yes,3,5,Yes,2,Python,Power BI,Advanced,Intermediate,Advanced,91.2,58.3,92.9,72.7,90.9,Yes,54.2,15,13,2,Placed,Tier 2,Support Engineer,6.88,Campus Drive,2026-06-15
STU20261841,Male,21,Noida,Tier 3,Information Technology,2026,75.1,70.6,,8.2,0,Yes,2,4,No,3,Python,Tableau,Advanced,Advanced,Advanced,95.5,51.4,54.0,50.3,78.2,Yes,83.9,13,5,3,Placed,Tier 2,Frontend Developer,6.05,Campus Drive,2026-05-20
STU20261842,Female,22,Delhi,Tier 3,Computer Science,2024,76.6,79.3,,8.38,2,No,0,2,No,3,Python,Cloud Basics,Advanced,Advanced,Advanced,80.4,84.6,80.1,69.6,82.2,Yes,44.5,11,5,0,Not Placed,,,,,
STU20261843,Female,23,Bengaluru,Tier 2,Computer Science,2026,77.1,87.5,,9.8,2,Yes,3,4,No,5,Java,Power BI,Advanced,Advanced,Advanced,65.0,53.1,85.9,60.2,81.7,No,57.3,14,11,3,Placed,Tier 2,Software Engineer,6.63,Campus Drive,2026-02-07
STU20261844,Female,22,Ghaziabad,Tier 2,Mechanical,2024,89.3,78.8,,8.84,0,Yes,4,5,No,3,Python,C++,Intermediate,Advanced,Advanced,77.9,39.7,83.0,68.6,76.1,Yes,40.9,13,9,1,Not Placed,,,,,
STU20261845,Male,22,Pune,Tier 1,Information Technology,2025,84.9,86.4,,8.69,1,Yes,1,3,Yes,1,Power BI,Python,Advanced,Advanced,Intermediate,67.2,47.7,48.9,69.6,70.2,Yes,83.1,2,1,5,Placed,Tier 2,Data Analyst,5.86,Campus Drive,2026-05-15
STU20261846,Male,21,Chandigarh,Tier 2,Civil,2026,66.4,63.5,,7.4,1,Yes,2,5,No,4,Python,Cloud Basics,Intermediate,Beginner,Intermediate,72.4,54.6,52.3,54.4,82.2,Yes,89.1,23,13,3,Not Placed,,,,,
STU20261847,Male,22,Pune,Tier 3,Electrical,2026,83.3,80.1,,7.63,0,No,0,3,No,2,Excel,Power BI,Advanced,Advanced,Intermediate,73.0,78.4,36.0,65.1,83.0,No,74.7,22,4,2,Not Placed,,,,,
STU20261848,Male,22,Pune,Tier 2,AI & ML,2024,82.1,76.4,,7.97,0,No,0,3,Yes,4,SQL,Power BI,Advanced,Advanced,Intermediate,82.4,70.7,77.5,53.7,77.7,Yes,63.1,11,7,3,Placed,Tier 3,Data Analyst,5.13,Campus Drive,2026-04-14
STU20261849,Male,22,Lucknow,Tier 2,Mechanical,2025,72.8,69.8,,6.85,0,No,0,3,No,2,Excel,Power BI,Intermediate,Advanced,None,82.4,51.1,55.8,75.3,64.3,Yes,75.3,14,5,1,Not Placed,,,,,
STU20261850,Female,21,Noida,Tier 2,Mechanical,2026,64.6,57.1,,5.0,0,No,0,2,No,4,Java,Tableau,None,Beginner,None,64.8,42.4,56.6,56.8,81.2,No,54.7,10,0,0,Not Placed,,,,,
STU20261851,Female,20,Jaipur,Tier 2,Data Science,2026,98,98,,9.07,1,Yes,3,3,No,3,Python,SQL,Advanced,Advanced,Advanced,60.4,86.5,75.5,53.6,69.4,No,74.7,14,7,3,Placed,Tier 3,Data Engineer Intern,5.04,Campus Drive,2026-03-11
STU20261852,Male,23,Jaipur,Tier 2,Data Science,2025,83.6,82.2,,7.78,0,No,0,2,No,3,SQL,Power BI,Advanced,Intermediate,Beginner,82.4,61.8,80.2,60.6,75.6,No,81.4,11,4,0,Not Placed,,,,,
STU20261853,Male,20,Delhi,Tier 3,AI & ML,2026,90.4,83.6,,9.8,0,Yes,2,4,No,3,Excel,Python,Advanced,Advanced,Advanced,81.8,59.2,83.8,57.7,64.3,Yes,87.0,10,7,4,Placed,Tier 2,Data Analyst,6.0,Campus Drive,2026-05-10
STU20261854,Female,22,Lucknow,Tier 3,Mechanical,2025,80.3,67.5,,7.68,0,No,0,4,No,2,Excel,Power BI,Advanced,Advanced,Intermediate,67.0,62.4,76.8,81.6,86.8,Yes,67.0,13,5,0,Not Placed,,,,,
STU20261855,Male,21,Gurugram,Tier 2,Information Technology,2025,88.1,69.7,,6.02,0,No,0,4,Yes,3,Cloud Basics,SQL,Intermediate,Beginner,None,55.2,44.4,57.4,56.4,81.0,Yes,73.6,21,5,0,Not Placed,,,,,
STU20261856,Female,21,Bengaluru,Tier 3,Information Technology,2026,59.7,47.9,,5.0,2,No,0,1,No,2,C++,Tableau,None,None,None,50.8,60.1,48.0,65.0,90.1,No,31.3,22,1,3,Not Placed,,,,,
STU20261857,Female,21,Delhi,Tier 3,Computer Science,2024,85.5,88.9,,8.73,0,Yes,2,3,No,4,Excel,Tableau,Intermediate,Intermediate,Advanced,64.1,80.3,98,31.7,79.4,No,70.3,12,8,2,Placed,Tier 2,Software Engineer,6.2,Off Campus,2026-05-25
STU20261858,Male,22,Dehradun,Tier 3,Information Technology,2026,66.1,60.6,,5.7,0,Yes,4,2,No,3,Python,Power BI,None,Beginner,Beginner,64.9,34.2,73.6,63.3,75.5,Yes,54.2,10,2,0,Not Placed,,,,,
STU20261859,Male,21,Dehradun,Tier 2,Information Technology,2025,80.7,68.1,,7.66,0,Yes,4,3,Yes,3,SQL,C++,Advanced,Advanced,Advanced,58.4,79.7,52.0,49.5,80.4,Yes,39.7,7,5,3,Placed,Startup,Business Analyst,3.1,Campus Drive,2026-04-23
STU20261860,Female,21,Bengaluru,Tier 3,Computer Science,2025,81.4,71.2,,6.69,0,Yes,6,2,Yes,1,Java,C++,Beginner,None,Beginner,83.4,51.9,64.5,72.1,63.1,Yes,69.9,16,7,2,Placed,Tier 2,Frontend Developer,5.65,Campus Drive,2026-01-15
STU20261861,Male,22,Hyderabad,Tier 3,Mechanical,2026,89.6,91.1,,8.16,0,No,0,1,No,2,Excel,Machine Learning,Advanced,Intermediate,Intermediate,88.1,76.0,30.8,70.8,70.7,No,84.2,12,3,3,Placed,Tier 3,Software Engineer,4.29,Campus Drive,2026-01-05
STU20261862,Female,21,Jaipur,Tier 2,Data Science,2025,81.7,74.2,,7.44,1,No,0,3,No,3,Java,Power BI,Beginner,Advanced,Advanced,55.3,55.6,51.4,72.5,63.3,No,58.8,16,1,1,Not Placed,,,,,
STU20261863,Female,22,Gurugram,Tier 2,Civil,2024,86.8,88.0,,8.98,0,No,0,3,No,1,SQL,Python,Advanced,Advanced,Advanced,83.4,63.6,78.3,82.1,85.4,Yes,73.3,15,9,4,Placed,Tier 2,QA Analyst,5.97,Off Campus,2026-06-07
STU20261864,Female,20,Dehradun,Tier 2,Electronics,2024,67.6,66.9,,6.72,0,No,0,2,No,1,Tableau,Excel,Beginner,Intermediate,None,36.3,58.1,77.1,68.2,78.8,Yes,62.1,11,1,2,Not Placed,,,,,
STU20261865,Female,22,Bengaluru,Tier 3,Computer Science,2024,76.8,63.4,88.2,6.26,0,No,0,4,No,4,Python,Cloud Basics,Intermediate,Beginner,Intermediate,61.0,59.3,50.9,70.4,62.8,No,63.2,8,2,2,Placed,Startup,Frontend Developer,2.98,Campus Drive,2026-06-28
STU20261866,Female,22,Noida,Tier 1,Computer Science,2025,76.3,76.0,70.5,8.52,1,No,0,2,No,1,SQL,Tableau,Advanced,Advanced,Intermediate,69.5,68.5,67.0,50.6,63.8,No,75.8,6,4,5,Placed,Tier 3,Data Analyst,5.34,Referral,2026-02-14
STU20261867,Male,24,Gurugram,Tier 2,Mechanical,2026,79.0,64.7,,7.25,0,Yes,4,4,Yes,2,SQL,Tableau,Advanced,Intermediate,Beginner,79.3,72.1,35.7,56.4,71.3,Yes,51.3,11,8,0,Not Placed,,,,,
STU20261868,Female,22,Pune,Tier 3,AI & ML,2025,96.3,98,,9.8,1,Yes,2,4,Yes,2,Excel,Java,Advanced,Advanced,Advanced,91.9,62.8,87.3,53.3,84.7,Yes,60.3,12,9,3,Placed,Tier 2,Data Analyst,7.13,Campus Drive,2026-03-08
STU20261869,Other,21,Faridabad,Tier 2,Computer Science,2026,83.9,94.2,,9.8,0,Yes,6,8,No,4,Python,Cloud Basics,Advanced,Advanced,Advanced,69.3,63.1,98,52.4,99,Yes,68.1,10,8,3,Placed,Tier 2,Data Analyst,7.25,Campus Drive,2026-04-10
STU20261870,Female,22,Bengaluru,Tier 2,Civil,2026,67.1,74.9,,7.75,2,No,0,2,No,3,Cloud Basics,Power BI,Intermediate,Intermediate,Intermediate,57.1,65.8,70.9,43.5,78.8,Yes,66.4,9,1,2,Not Placed,,,,,
STU20261871,Female,24,Chandigarh,Tier 2,Information Technology,2024,76.4,90.7,70.9,9.8,0,No,0,4,No,4,Cloud Basics,Machine Learning,Advanced,Advanced,Advanced,47.4,64.9,82.8,53.1,85.9,Yes,59.8,12,9,1,Not Placed,,,,,
STU20261872,Female,22,Lucknow,Tier 1,Computer Science,2025,83.3,87.0,,9.8,0,Yes,6,6,Yes,4,SQL,Machine Learning,Advanced,Advanced,Advanced,87.8,71.2,98,58.8,90.5,No,62.7,18,15,2,Placed,Tier 2,QA Analyst,7.89,Campus Drive,2026-04-12
STU20261873,Male,24,Gurugram,Tier 3,Data Science,2026,69.9,68.6,,7.52,0,Yes,3,4,No,3,Excel,SQL,Intermediate,Intermediate,Intermediate,54.9,54.5,90.5,41.4,70.2,No,40.1,17,6,2,Not Placed,,,,,
STU20261874,Female,23,Bengaluru,Tier 3,Civil,2025,69.2,71.7,,7.03,3,Yes,3,4,No,3,Power BI,Machine Learning,Intermediate,Advanced,Beginner,51.8,58.8,52.3,58.9,71.8,No,53.6,13,1,1,Not Placed,,,,,
STU20261875,Male,20,Jaipur,Tier 2,Computer Science,2025,69.7,60.6,,5.84,0,No,0,2,No,3,SQL,C++,Beginner,None,Intermediate,48.2,59.1,71.8,73.1,67.0,No,58.6,15,1,0,Not Placed,,,,,
STU20261876,Male,21,Jaipur,Tier 1,Electrical,2026,71.8,77.1,,8.18,0,No,0,3,Yes,3,C++,Power BI,Advanced,Advanced,Intermediate,79.3,87.2,67.4,77.2,74.0,Yes,87.3,6,4,2,Not Placed,,,,,
STU20261877,Female,22,Ghaziabad,Tier 1,AI & ML,2026,74.5,79.3,,9.03,1,Yes,1,4,No,5,Excel,SQL,Advanced,Advanced,Advanced,52.4,77.6,92.6,65.7,75.0,Yes,52.2,4,3,2,Not Placed,,,,,
STU20261878,Male,21,Delhi,Tier 2,Information Technology,2025,89.3,76.6,,9.44,1,No,0,4,No,3,Python,Cloud Basics,Advanced,Advanced,Advanced,75.8,54.6,60.8,51.6,81.5,Yes,70.6,10,6,2,Placed,Tier 3,Software Engineer,4.95,Campus Drive,2026-03-03
STU20261879,Male,22,Delhi,Tier 3,Computer Science,2025,83.2,92.4,,9.8,0,Yes,3,5,Yes,3,Tableau,C++,Advanced,Advanced,Advanced,91.5,79.0,81.5,69.5,84.1,Yes,98,9,8,2,Placed,Tier 2,Frontend Developer,6.53,Off Campus,2026-04-04
STU20261880,Male,20,Delhi,Tier 2,Computer Science,2026,75.3,54.7,,5.51,0,No,0,0,No,1,Java,Python,None,None,Beginner,44.3,45.1,61.1,56.5,61.0,No,49.9,17,1,0,Not Placed,,,,,
STU20261881,Female,20,Delhi,Tier 2,Computer Science,2024,95.0,86.8,60.2,9.8,0,No,0,3,No,1,Excel,Tableau,Advanced,Advanced,Advanced,92.2,76.2,70.5,80.3,77.7,Yes,96.6,10,6,4,Placed,Tier 2,Product Analyst Intern,6.69,Campus Drive,2026-04-23
STU20261882,Male,21,Noida,Tier 1,Information Technology,2026,82.2,78.2,,9.8,1,Yes,2,5,Yes,2,Java,Cloud Basics,Advanced,Advanced,Advanced,67.3,59.6,80.7,82.5,88.7,Yes,76.0,2,2,0,Not Placed,,,,,
STU20261883,Male,22,Bengaluru,Tier 2,AI & ML,2026,88.3,92.7,,8.87,0,No,0,2,Yes,4,Cloud Basics,C++,Advanced,Advanced,Advanced,65.9,61.8,69.6,69.6,79.2,No,63.6,12,5,3,Placed,Tier 3,Backend Developer,4.48,Campus Drive,2026-02-22
STU20261884,Female,22,Gurugram,Tier 3,Civil,2026,67.5,59.3,,5.04,3,No,0,1,No,2,Excel,Tableau,None,None,None,62.5,59.2,44.6,70.6,76.0,Yes,78.8,11,2,2,Not Placed,,,,,
STU20261885,Male,21,Delhi,Tier 1,Data Science,2026,91.0,98,,9.8,0,Yes,3,3,No,3,Python,SQL,Advanced,Advanced,Advanced,81.2,77.6,78.8,85.8,70.6,Yes,68.0,4,3,4,Placed,Tier 2,Product Analyst Intern,9.01,Off Campus,2026-02-26
STU20261886,Male,21,Jaipur,Tier 3,Electronics,2025,68.0,61.7,,5.89,0,No,0,3,No,3,Excel,Python,Intermediate,Intermediate,Beginner,63.1,52.7,64.1,57.1,77.6,No,68.1,7,1,2,Not Placed,,,,,
STU20261887,Male,20,Dehradun,Tier 3,Data Science,2026,64.7,61.9,,6.75,1,Yes,2,2,Yes,1,Tableau,Machine Learning,None,None,Intermediate,88.9,54.9,66.1,77.0,70.4,Yes,75.9,8,1,0,Not Placed,,,,,
STU20261888,Male,20,Faridabad,Tier 3,Computer Science,2026,79.0,61.2,,6.64,0,No,0,2,No,3,Java,Machine Learning,Beginner,Intermediate,Beginner,52.6,68.0,74.0,62.6,81.6,Yes,67.7,10,2,0,Not Placed,,,,,
STU20261889,Female,21,Ghaziabad,Tier 1,Mechanical,2026,81.9,86.8,,9.37,0,No,0,4,No,2,Excel,C++,Advanced,Advanced,Advanced,85.7,44.6,63.8,89.7,77.6,Yes,74.7,11,8,2,Not Placed,,,,,
STU20261890,Female,22,Noida,Tier 3,Computer Science,2024,86.7,74.2,,7.45,0,Yes,6,3,No,2,Cloud Basics,Java,Advanced,Beginner,Beginner,77.2,55.3,65.9,76.9,88.8,Yes,83.9,16,6,4,Placed,Tier 3,Software Engineer,5.3,Campus Drive,2026-05-07
STU20261891,Male,22,Mumbai,Tier 1,Mechanical,2025,71.8,65.9,60.0,7.18,0,Yes,2,1,No,2,Power BI,Cloud Basics,Beginner,Beginner,Advanced,79.5,56.4,98,60.2,80.8,Yes,75.8,8,4,1,Not Placed,,,,,
STU20261892,Male,22,Lucknow,Tier 1,Mechanical,2024,67.7,68.4,,6.37,0,No,0,2,No,3,SQL,Cloud Basics,Advanced,None,Intermediate,38.5,55.0,70.4,58.3,82.0,No,42.6,13,3,0,Not Placed,,,,,
STU20261893,Female,23,Gurugram,Tier 2,Computer Science,2026,90.4,96.9,,9.8,0,No,0,4,No,3,Excel,Java,Advanced,Advanced,Advanced,55.3,68.4,98,43.9,64.9,Yes,82.4,17,14,4,Placed,Tier 2,Product Analyst Intern,6.34,Campus Drive,2026-04-04
STU20261894,Female,21,Jaipur,Tier 1,Electrical,2026,72.2,81.5,,8.01,0,No,0,3,No,2,C++,Python,Advanced,Intermediate,Advanced,52.1,69.2,59.9,51.1,96.3,No,70.0,3,1,1,Not Placed,,,,,
STU20261895,Male,23,Dehradun,Tier 2,Electrical,2026,81.2,82.2,70.7,8.4,0,No,0,3,Yes,2,Power BI,SQL,Advanced,Advanced,Advanced,53.0,71.3,48.1,46.9,80.9,Yes,44.7,13,5,4,Placed,Tier 3,Business Analyst,3.55,Campus Drive,2026-04-07
STU20261896,Female,24,Bengaluru,Tier 3,Computer Science,2024,76.3,69.9,,7.79,0,No,0,4,Yes,4,Python,SQL,Advanced,Advanced,Advanced,50.0,82.9,79.0,48.7,78.0,No,39.1,13,4,0,Not Placed,,,,,
STU20261897,Male,23,Lucknow,Tier 1,Electronics,2024,79.0,66.4,,7.69,0,Yes,2,2,No,0,Python,C++,Intermediate,Advanced,Advanced,82.8,43.7,98,53.0,76.2,No,58.4,7,3,4,Placed,Tier 3,Backend Developer,5.33,Referral,2026-06-19
STU20261898,Male,21,Pune,Tier 2,Computer Science,2024,74.5,76.1,,7.67,0,Yes,3,3,Yes,1,Python,Machine Learning,Intermediate,Intermediate,Advanced,79.6,42.5,91.7,66.0,72.9,No,49.0,17,13,3,Not Placed,,,,,
STU20261899,Male,22,Chandigarh,Tier 2,Computer Science,2025,83.1,85.1,,7.87,0,Yes,6,4,No,2,Python,Cloud Basics,Intermediate,Intermediate,Advanced,45.0,72.1,67.5,40.0,85.8,Yes,71.2,13,8,5,Placed,Tier 3,Software Engineer,5.29,Off Campus,2026-05-23
STU20261900,Female,20,Noida,Tier 1,AI & ML,2025,70.7,74.5,67.1,6.83,0,No,0,3,No,3,Python,C++,Intermediate,Advanced,Advanced,71.6,41.1,86.9,70.9,78.6,Yes,76.5,10,2,5,Placed,Tier 2,Product Analyst Intern,5.77,Referral,2026-06-06
STU20261901,Male,20,Pune,Tier 2,AI & ML,2026,77.7,56.6,,5.0,0,Yes,2,2,No,1,Excel,C++,None,None,None,49.4,53.7,56.0,65.8,61.7,Yes,49.7,21,3,2,Not Placed,,,,,
STU20261902,Male,23,Hyderabad,Tier 3,AI & ML,2024,65.2,81.8,,7.53,2,No,0,2,Yes,2,Python,Power BI,Advanced,Advanced,Beginner,64.9,54.8,74.3,49.5,86.7,Yes,86.7,14,4,1,Not Placed,,,,,
STU20261903,Male,22,Hyderabad,Tier 3,Electronics,2026,79.0,70.9,,6.65,0,Yes,3,3,No,0,Cloud Basics,SQL,Intermediate,Beginner,Intermediate,46.8,53.2,30.6,76.0,70.2,Yes,47.9,12,2,2,Not Placed,,,,,
STU20261904,Male,20,Jaipur,Tier 3,Information Technology,2025,71.3,74.2,84.6,6.94,0,No,0,2,No,2,C++,Machine Learning,Intermediate,Intermediate,Beginner,53.8,53.3,48.6,55.3,65.9,No,66.4,15,1,0,Not Placed,,,,,
STU20261905,Male,21,Ghaziabad,Tier 2,AI & ML,2026,76.0,55.8,69.0,6.65,1,Yes,2,1,No,1,SQL,Machine Learning,Beginner,Beginner,Intermediate,82.6,60.3,60.4,79.9,75.8,No,41.8,14,3,3,Placed,Tier 3,Business Analyst,4.44,Campus Drive,2026-03-02
STU20261906,Male,21,Delhi,Tier 3,Information Technology,2026,72.7,69.0,,6.27,0,No,0,2,Yes,2,Machine Learning,Power BI,Intermediate,Intermediate,Beginner,60.3,39.8,38.1,59.6,77.1,No,51.8,20,1,0,Not Placed,,,,,
STU20261907,Female,20,Dehradun,Tier 2,Information Technology,2025,77.5,69.1,75.3,7.44,1,Yes,1,3,No,4,Python,Tableau,Intermediate,Intermediate,Intermediate,65.5,69.3,48.2,57.4,91.0,No,56.5,15,1,2,Not Placed,,,,,
STU20261908,Female,23,Gurugram,Tier 3,Electronics,2026,72.2,73.8,,7.05,2,No,0,5,No,5,Python,SQL,Advanced,Advanced,Advanced,68.3,37.9,86.7,64.4,88.6,No,69.5,10,0,2,Placed,Tier 3,Data Analyst,5.03,Campus Drive,2026-03-21
STU20261909,Female,22,Delhi,Tier 3,AI & ML,2026,95.5,85.6,,9.68,0,No,0,4,Yes,4,Machine Learning,Java,Advanced,Advanced,Advanced,70.2,66.8,66.8,60.1,94.6,No,46.1,7,3,1,Not Placed,,,,,
STU20261910,Female,24,Dehradun,Tier 2,Computer Science,2026,83.3,83.0,,8.48,0,No,0,3,Yes,3,SQL,Machine Learning,Advanced,Intermediate,Advanced,70.5,62.7,98,78.1,92.4,Yes,71.5,14,12,3,Placed,Tier 2,Business Analyst,6.74,Campus Drive,2026-05-28
STU20261911,Male,20,Bengaluru,Tier 1,Electronics,2026,74.7,58.8,59.4,5.32,0,Yes,2,0,No,1,C++,Cloud Basics,None,None,None,66.7,47.8,81.4,40.4,79.9,No,75.1,13,3,0,Not Placed,,,,,
STU20261912,Female,21,Noida,Tier 3,Electrical,2026,52.7,56.6,,5.54,1,No,0,1,No,1,Machine Learning,Power BI,None,Beginner,None,39.0,39.2,65.9,49.5,60.6,No,20,18,2,1,Not Placed,,,,,
STU20261913,Male,20,Bengaluru,Tier 2,Civil,2026,83.4,82.5,,7.74,0,No,0,3,No,3,Excel,Machine Learning,Advanced,Advanced,Intermediate,59.1,61.0,64.9,45.8,74.0,No,72.5,20,4,3,Placed,Tier 3,Business Analyst,4.29,Campus Drive,2026-06-16
STU20261914,Female,23,Chandigarh,Tier 1,Computer Science,2026,84.1,71.9,,7.99,2,Yes,3,2,No,0,Java,C++,Beginner,Beginner,Advanced,76.8,46.5,50.9,53.4,81.9,No,48.9,11,3,2,Not Placed,,,,,
STU20261915,Female,21,Ghaziabad,Tier 2,Electronics,2026,78.0,83.8,,8.64,0,No,0,2,No,2,Cloud Basics,SQL,Advanced,Advanced,Advanced,66.4,75.3,85.0,88.6,76.4,Yes,93.7,17,11,3,Placed,Tier 3,Support Engineer,5.11,Campus Drive,2026-02-16
STU20261916,Male,22,Hyderabad,Tier 1,Information Technology,2024,85.2,92.6,,9.8,0,No,0,1,No,2,Java,Tableau,Advanced,Advanced,Advanced,75.1,51.1,89.2,59.1,92.7,No,36.0,14,8,0,Not Placed,,,,,
STU20261917,Female,22,Noida,Tier 2,Electrical,2024,72.5,71.1,,8.26,1,No,0,4,No,3,C++,Excel,Intermediate,Intermediate,Advanced,64.6,39.6,35.2,59.6,75.7,No,40.1,16,3,1,Not Placed,,,,,
STU20261918,Female,22,Gurugram,Tier 1,AI & ML,2025,85.5,89.0,,8.92,0,No,0,2,Yes,4,Machine Learning,Python,Advanced,Advanced,Advanced,80.5,87.8,84.3,63.8,82.1,No,78.4,11,9,4,Placed,Tier 2,Product Analyst Intern,6.82,Referral,2026-03-18
STU20261919,Male,24,Jaipur,Tier 3,Data Science,2025,78.9,77.1,,7.63,0,No,0,2,No,4,Machine Learning,Java,Intermediate,Advanced,Advanced,81.7,77.5,85.8,64.2,91.5,No,50.5,18,10,3,Placed,Tier 2,Business Analyst,5.85,Campus Drive,2026-03-03
STU20261920,Female,22,Noida,Tier 3,Mechanical,2024,61.8,52.8,,5.0,0,Yes,2,2,Yes,0,Cloud Basics,Machine Learning,None,None,None,44.7,44.1,48.8,54.5,78.9,Yes,59.6,15,2,1,Not Placed,,,,,
STU20261921,Male,21,Gurugram,Tier 2,Mechanical,2026,73.6,76.6,,8.09,2,Yes,2,3,No,2,Power BI,C++,Intermediate,Advanced,Intermediate,82.5,38.8,87.6,47.0,70.4,Yes,62.2,18,5,1,Not Placed,,,,,
STU20261922,Female,21,Lucknow,Tier 2,Computer Science,2025,80.3,70.1,,7.36,0,No,0,4,No,3,SQL,Python,Intermediate,Beginner,Intermediate,65.8,64.7,84.9,55.2,58.2,Yes,73.1,15,8,3,Placed,Tier 3,QA Analyst,4.83,Campus Drive,2026-03-17
STU20261923,Male,22,Bengaluru,Tier 2,Computer Science,2025,90.3,71.3,,7.02,0,No,0,3,No,3,Java,Python,Intermediate,Advanced,Advanced,69.3,44.1,96.9,67.3,88.4,No,43.2,11,3,1,Not Placed,,,,,
STU20261924,Male,21,Hyderabad,Tier 2,Computer Science,2024,74.4,67.5,,6.9,2,Yes,1,0,Yes,3,SQL,Java,Beginner,Beginner,Intermediate,80.2,57.7,54.4,60.8,67.6,No,60.1,19,1,1,Not Placed,,,,,
STU20261925,Female,23,Faridabad,Tier 3,Computer Science,2026,75.6,77.9,,8.54,0,No,0,4,Yes,2,C++,Power BI,Advanced,Advanced,Intermediate,89.0,63.5,77.4,42.6,73.9,Yes,98,21,14,3,Placed,Tier 2,QA Analyst,6.17,Off Campus,2026-01-22
STU20261926,Male,24,Ghaziabad,Tier 3,AI & ML,2025,57.5,58.4,,5.78,2,Yes,2,4,No,3,Python,C++,Beginner,Intermediate,Beginner,58.7,83.1,57.0,67.2,65.9,Yes,55.6,10,2,0,Not Placed,,,,,
STU20261927,Other,22,Gurugram,Tier 2,Data Science,2026,72.6,91.0,,9.8,0,No,0,4,No,2,Excel,Tableau,Advanced,Advanced,Advanced,59.2,81.4,92.0,81.6,86.2,Yes,51.8,16,13,3,Placed,Tier 2,Data Analyst,5.5,Campus Drive,2026-06-15
STU20261928,Male,22,Delhi,Tier 2,Mechanical,2026,68.1,67.4,,8.11,0,Yes,4,3,Yes,2,SQL,Power BI,Advanced,Advanced,Advanced,60.8,66.5,53.8,66.3,75.9,No,32.2,11,4,2,Placed,Tier 3,Data Analyst,4.74,Internship PPO,2026-06-10
STU20261929,Female,23,Dehradun,Tier 2,Information Technology,2026,98,93.7,,8.98,0,No,0,3,No,3,SQL,Excel,Advanced,Advanced,Advanced,86.9,89.0,55.5,76.4,96.8,No,76.0,15,11,1,Not Placed,,,,,
STU20261930,Female,21,Faridabad,Tier 3,Electronics,2025,72.8,69.9,,6.49,0,No,0,1,No,3,Python,SQL,Advanced,None,Beginner,69.1,38.6,96.7,61.3,90.0,No,62.5,12,1,2,Not Placed,,,,,
STU20261931,Male,20,Pune,Tier 3,Civil,2025,98,94.9,,9.52,0,Yes,3,4,No,3,Java,Python,Advanced,Advanced,Advanced,75.3,71.7,95.5,66.8,79.5,No,63.9,6,5,2,Placed,Tier 2,QA Analyst,5.92,Internship PPO,2026-04-14
STU20261932,Male,21,Ghaziabad,Tier 1,Electronics,2024,78.9,81.0,,7.94,0,Yes,6,6,Yes,4,Machine Learning,Excel,Advanced,Advanced,Intermediate,92.2,56.1,90.1,90.4,81.4,Yes,79.5,10,8,5,Placed,Tier 2,QA Analyst,7.79,Referral,2026-03-08
STU20261933,Female,20,Delhi,Tier 3,Civil,2026,67.5,64.8,,6.15,2,No,0,1,No,3,C++,Python,Intermediate,Intermediate,Beginner,61.1,52.2,39.5,77.2,82.8,Yes,59.2,14,1,2,Not Placed,,,,,
STU20261934,Other,21,Jaipur,Tier 2,Computer Science,2026,93.5,86.2,,8.95,0,No,0,3,No,3,Java,SQL,Advanced,Advanced,Advanced,76.1,72.7,96.3,77.8,83.6,No,63.4,19,14,2,Not Placed,,,,,
STU20261935,Male,21,Ghaziabad,Tier 3,Electronics,2025,79.1,86.9,,8.27,0,Yes,4,4,No,2,Python,C++,Advanced,Advanced,Advanced,83.5,59.7,72.4,64.2,88.3,No,57.0,15,7,3,Placed,Tier 2,Software Engineer,5.96,Referral,2026-06-04
STU20261936,Male,21,Jaipur,Tier 1,Mechanical,2026,74.8,69.1,,7.35,0,Yes,2,4,Yes,4,SQL,Power BI,Advanced,Intermediate,Beginner,75.3,77.3,75.0,56.6,72.6,No,62.5,7,5,0,Not Placed,,,,,
STU20261937,Female,24,Jaipur,Tier 3,Mechanical,2026,81.7,81.5,,6.77,0,Yes,2,2,No,2,Cloud Basics,Java,Intermediate,Beginner,None,68.4,86.5,63.8,79.4,90.7,No,53.3,10,1,1,Not Placed,,,,,
